Player,Pos,Age,Team,Games,Minutes Played,Fields Goal,Fields Goal Attempted,3-points Field Goal,3-points Field Goal Attempted,2-points Field Goal,2-points Field Goal Attempted,Free Throws,Free Throws Attempted,Personal Fouls,Points,Rank,Year
Rudy Gobert,C,25,UTA,56,32.4,4.9,,0.0,0.0,4.9,7.9,3.6,5.3,2.7,13.5,178,2018
Aaron Gordon,PF,22,ORL,58,32.9,6.5,14.9,2.0,5.9,4.5,9.0,2.7,3.9,1.9,17.6,179,2018
Eric Gordon,SG,29,HOU,69,31.2,6.0,,3.2,,2.9,5.2,2.8,3.5,1.7,18.0,180,2018
Marcin Gortat,C,33,WAS,82,25.3,3.5,,0.0,0.0,3.5,6.8,1.3,2.0,2.1,8.4,181,2018
Treveon Graham,SG,24,CHO,63,16.7,1.5,3.5,0.6,,0.9,2.0,0.7,0.9,1.7,4.3,182,2018
Jerami Grant,PF,23,OKC,81,20.3,3.0,5.6,0.4,1.4,2.6,4.3,2.0,3.0,1.9,8.4,183,2018
Jerian Grant,PG,25,CHI,74,22.8,2.8,,0.8,2.5,2.0,4.3,1.9,2.5,1.8,8.4,184,2018
Josh Gray,PG,24,PHO,5,17.2,2.2,8.2,0.6,2.6,,5.6,1.4,2.2,1.6,6.4,185,2018
Danny Green,SG,30,SAS,70,25.6,3.1,,1.7,,1.4,3.4,0.7,0.9,1.7,8.6,186,2018
Draymond Green,PF,27,GSW,70,32.7,4.0,,1.1,3.7,2.9,5.2,1.9,2.5,2.6,11.0,187,2018
Gerald Green,SG,32,HOU,41,22.7,4.1,,2.7,,1.4,2.8,1.2,1.5,2.1,12.1,188,2018
JaMychal Green,PF,27,MEM,55,28.0,4.1,,0.8,2.3,3.3,6.6,1.5,2.0,2.8,10.3,189,2018
Jeff Green,PF,31,CLE,78,23.4,3.8,,0.7,2.2,3.1,5.7,2.6,3.0,1.9,10.8,190,2018
Blake Griffin,PF,28,TOT,58,34.0,7.5,,1.9,5.6,5.6,11.6,4.5,5.7,2.4,21.4,191,2018
Blake Griffin,PF,28,LAC,33,34.5,7.7,,1.9,5.7,,11.8,5.2,6.6,2.4,22.6,191,2018
Blake Griffin,PF,28,DET,25,33.2,7.2,,1.9,5.4,,11.3,3.5,4.4,2.4,19.8,191,2018
Daniel Hamilton,SG,22,OKC,6,4.7,0.8,1.8,0.3,,,1.0,0.0,0.0,0.3,2.0,192,2018
Tim Hardaway Jr.,SG,25,NYK,57,33.1,6.3,,2.3,,4.0,7.8,2.6,3.1,2.2,17.5,193,2018
James Harden,SG,28,HOU,72,35.4,9.0,,3.7,,5.4,10.1,8.7,10.1,2.3,30.4,194,2018
Maurice Harkless,SF,24,POR,59,21.4,2.5,5.0,0.8,2.0,1.7,3.0,0.7,1.0,1.7,6.5,195,2018
Montrezl Harrell,C,24,LAC,76,17.0,4.6,7.2,0.0,0.1,4.6,7.1,1.8,2.9,1.9,11.0,196,2018
Devin Harris,PG,34,TOT,71,18.9,2.6,,1.1,3.2,1.5,3.2,2.0,2.4,2.2,8.4,197,2018
Devin Harris,PG,34,DAL,44,18.3,2.7,,1.0,2.8,1.7,3.6,2.1,2.5,2.3,8.5,197,2018
Devin Harris,PG,34,DEN,27,19.7,2.6,,1.3,3.8,,2.5,1.8,2.1,2.0,8.2,197,2018
Gary Harris,SG,23,DEN,67,34.4,6.6,13.6,2.3,,4.2,7.7,2.0,2.4,1.8,17.5,198,2018
Joe Harris,SG,26,BRK,78,25.3,3.9,,1.9,,2.0,3.4,1.1,1.3,2.0,10.8,199,2018
Tobias Harris,PF,25,TOT,80,33.4,7.0,,2.3,5.6,4.7,9.7,2.2,2.7,2.1,18.6,200,2018
Tobias Harris,PF,25,DET,48,32.6,6.7,,2.4,5.8,4.3,9.0,2.4,2.8,1.9,18.1,200,2018
Tobias Harris,PF,25,LAC,32,34.5,7.6,,2.2,5.3,,10.7,2.0,2.5,2.3,19.3,200,2018
Aaron Harrison,SG,23,DAL,9,25.9,2.1,7.7,1.0,,,2.9,1.4,1.9,3.0,6.7,201,2018
Andrew Harrison,PG,23,MEM,56,23.7,3.2,7.7,0.8,2.5,2.4,5.1,2.2,2.8,2.5,9.5,202,2018
Shaquille Harrison,PG,24,PHO,23,16.7,2.6,5.4,0.3,1.1,,4.3,1.2,1.7,1.8,6.6,203,2018
Josh Hart,SG,22,LAL,63,23.2,2.8,6.0,1.2,,1.6,2.8,1.0,1.5,1.7,7.9,204,2018
Udonis Haslem,C,37,MIA,14,5.1,0.2,,0.1,0.6,,0.5,0.1,0.1,0.2,0.6,205,2018
Nigel Hayes,SF,23,TOT,9,13.6,1.2,3.7,0.4,1.8,,1.9,0.1,0.3,0.9,3.0,206,2018
Nigel Hayes,SF,23,LAL,2,5.5,0.5,1.5,0.0,1.0,,0.5,0.5,0.5,0.0,1.5,206,2018
Nigel Hayes,SF,23,TOR,2,3.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,3.0,206,2018
Nigel Hayes,SF,23,SAC,5,21.0,1.6,5.6,0.4,2.4,,3.2,0.0,0.4,1.6,3.6,206,2018
Gordon Hayward,SF,27,BOS,1,5.0,1.0,,0.0,1.0,,1.0,0.0,0.0,1.0,2.0,207,2018
Reggie Hearn,SG,26,DET,3,2.3,0.3,,0.3,,,0.0,0.0,0.0,0.0,1.0,208,2018
Myke Henry,SF,25,MEM,20,18.9,2.1,,1.0,2.9,,2.6,0.3,0.5,1.4,5.4,209,2018
John Henson,C,27,MIL,76,25.9,3.8,,0.0,0.1,3.8,6.5,1.2,2.1,2.7,8.8,210,2018
Juan Hernangómez,PF,22,DEN,25,11.1,1.2,3.0,0.6,2.0,,1.0,0.4,0.5,1.0,3.3,211,2018
Willy Hernangómez,C,23,TOT,48,10.3,1.9,3.4,0.1,0.3,1.8,3.2,1.2,1.9,1.3,5.1,212,2018
Willy Hernangómez,C,23,NYK,26,9.0,1.9,3.1,0.0,0.2,,2.9,0.5,1.1,1.2,4.3,212,2018
Willy Hernangómez,C,23,CHO,22,11.9,1.9,3.8,0.2,0.3,,3.5,2.1,2.8,1.5,6.1,212,2018
Mario Hezonja,SF,22,ORL,75,22.1,3.6,8.2,1.2,3.6,2.4,4.7,1.1,1.4,1.8,9.6,213,2018
Isaiah Hicks,PF,23,NYK,18,13.3,1.8,4.0,0.1,0.5,,3.5,0.7,1.0,2.5,4.4,214,2018
Buddy Hield,SG,25,SAC,80,25.3,5.2,,2.2,,3.0,6.6,0.9,1.0,1.9,13.5,215,2018
Nenê,C,35,HOU,52,14.6,2.6,,0.0,0.0,2.6,4.6,1.3,2.1,2.4,6.5,216,2018
George Hill,PG,31,TOT,67,27.0,3.5,,1.3,3.1,2.3,4.6,1.6,2.1,1.9,10.0,217,2018
George Hill,PG,31,SAC,43,26.6,3.6,,1.3,3.0,2.2,4.6,1.8,2.3,1.7,10.3,217,2018
George Hill,PG,31,CLE,24,27.9,3.5,,1.1,3.2,,4.6,1.4,1.7,2.2,9.4,217,2018
Solomon Hill,SF,26,NOP,12,15.6,0.9,,0.3,1.8,,1.7,0.3,0.5,1.8,2.4,218,2018
Darrun Hilliard,SG,24,SAS,14,6.8,0.4,1.4,0.0,,,0.9,0.4,0.5,0.5,1.1,219,2018
Jrue Holiday,SG,27,NOP,81,36.1,7.6,,1.5,,6.1,11.0,2.3,2.9,2.5,19.0,220,2018
Justin Holiday,SG,28,CHI,72,31.5,4.0,,2.2,,1.8,4.6,1.9,2.3,1.9,12.2,221,2018
John Holland,SF,29,CLE,24,7.3,0.7,,0.5,1.5,,1.0,0.4,0.5,0.4,2.3,222,2018
Rondae Hollis-Jefferson,SF,23,BRK,68,28.2,5.0,10.6,0.2,0.8,4.8,9.9,3.7,4.6,2.1,13.9,223,2018
Richaun Holmes,C,24,PHI,48,15.5,2.8,5.0,0.1,0.6,2.7,4.4,0.8,1.2,2.0,6.5,224,2018
Rodney Hood,SG,25,TOT,60,26.9,5.4,,2.1,,3.3,7.0,1.9,2.2,1.8,14.7,225,2018
Rodney Hood,SG,25,UTA,39,27.8,6.0,,2.6,,3.4,7.4,2.2,2.5,1.6,16.8,225,2018
Rodney Hood,SG,25,CLE,21,25.3,4.2,,1.2,,,6.1,1.2,1.5,2.0,10.8,225,2018
Scotty Hopson,SG,28,DAL,1,8.0,0.0,,0.0,,,1.0,1.0,2.0,0.0,1.0,226,2018
Al Horford,C,31,BOS,72,31.6,5.1,,1.3,3.1,3.8,7.3,1.3,1.7,1.9,12.9,227,2018
Danuel House,SG,24,PHO,23,17.5,2.4,5.6,0.7,,,3.1,1.1,1.3,1.0,6.6,228,2018
Dwight Howard,C,32,CHO,81,30.4,6.2,,0.0,0.1,6.2,11.2,4.1,7.2,3.1,16.6,229,2018
Josh Huestis,PF,26,OKC,69,14.2,0.9,,0.5,1.7,0.4,1.0,0.1,0.3,1.2,2.3,230,2018
R.J. Hunter,SG,24,HOU,5,9.0,1.4,4.0,0.6,,,1.2,0.4,0.4,1.4,3.8,231,2018
Vince Hunter,PF,23,MEM,4,1.8,0.8,1.3,0.0,0.0,,1.3,0.0,0.0,0.0,1.5,232,2018
Serge Ibaka,PF,28,TOR,76,27.5,5.0,,1.4,3.9,3.6,6.4,1.2,1.6,2.8,12.6,233,2018
Andre Iguodala,SF,34,GSW,64,25.3,2.3,,0.5,1.8,1.8,3.2,0.9,1.4,1.5,6.0,234,2018
Ersan İlyasova,PF,30,TOT,69,25.1,4.0,,1.3,3.7,2.7,5.2,1.5,2.0,2.3,10.9,235,2018
Ersan İlyasova,PF,30,ATL,46,25.5,4.0,,1.3,3.7,2.7,5.0,1.6,2.0,2.0,10.9,235,2018
Ersan İlyasova,PF,30,PHI,23,24.1,4.0,,1.3,3.6,,5.6,1.4,2.0,2.8,10.8,235,2018
Joe Ingles,SF,30,UTA,82,31.4,4.1,,2.5,5.7,1.6,3.1,0.8,1.0,2.2,11.5,236,2018
Andre Ingram,SG,32,LAL,2,32.0,4.0,,2.5,,,4.0,1.5,1.5,1.5,12.0,237,2018
Brandon Ingram,SF,20,LAL,59,33.5,6.1,12.9,0.7,1.8,5.4,11.1,3.3,4.8,2.8,16.1,238,2018
Kyrie Irving,PG,25,BOS,60,32.2,8.9,,2.8,6.8,6.1,11.3,3.9,4.4,2.0,24.4,239,2018
Jonathan Isaac,PF,20,ORL,27,19.9,2.0,5.4,0.6,1.7,,3.7,0.7,0.9,1.8,5.4,240,2018
Wesley Iwundu,SF,23,ORL,62,16.5,1.5,3.5,0.1,0.7,1.4,2.8,0.5,0.8,1.3,3.7,241,2018
Jarrett Jack,PG,34,NYK,62,25.0,3.0,,0.4,1.4,2.6,5.8,1.0,1.2,1.6,7.5,242,2018
Aaron Jackson,PG,31,HOU,1,35.0,3.0,,1.0,4.0,,5.0,1.0,2.0,4.0,8.0,243,2018
Demetrius Jackson,PG,23,TOT,15,5.3,0.5,1.2,0.1,0.5,,0.7,0.1,0.1,0.5,1.1,244,2018
Demetrius Jackson,PG,23,HOU,12,5.3,0.3,1.2,0.0,0.5,,0.7,0.0,0.0,0.5,0.7,244,2018
Demetrius Jackson,PG,23,PHI,3,5.7,1.0,1.3,0.3,0.3,,1.0,0.3,0.7,0.3,2.7,244,2018
Josh Jackson,SF,20,PHO,77,25.4,5.1,12.1,0.7,2.8,4.3,9.3,2.3,3.6,2.8,13.1,245,2018
Justin Jackson,SF,22,SAC,68,22.1,2.7,6.2,0.8,2.7,1.9,3.4,0.4,0.5,1.2,6.7,246,2018
Reggie Jackson,PG,27,DET,45,26.7,5.5,,1.2,3.8,4.3,9.1,2.5,3.0,1.9,14.6,247,2018
LeBron James,PF,33,CLE,82,36.9,10.5,,1.8,5.0,8.6,14.3,4.7,6.5,1.7,27.5,248,2018
Mike James,PG,27,TOT,36,19.1,3.4,,0.7,2.7,2.7,6.2,1.8,2.3,1.3,9.3,249,2018
Mike James,PG,27,PHO,32,20.9,3.8,,0.8,3.0,,6.7,2.0,2.6,1.4,10.4,249,2018
Mike James,PG,27,NOP,4,4.5,0.5,,0.0,0.3,,2.0,0.0,0.0,0.8,1.0,249,2018
Al Jefferson,C,33,IND,36,13.4,3.1,,0.0,0.1,3.1,5.7,0.8,1.0,1.8,7.0,250,2018
Richard Jefferson,SF,37,DEN,20,8.2,0.6,,0.1,0.4,,1.0,0.2,0.4,0.6,1.5,251,2018
Brandon Jennings,PG,28,MIL,14,14.6,1.9,,0.6,2.4,,2.8,0.7,0.7,0.8,5.2,252,2018
Jonas Jerebko,PF,30,UTA,74,15.3,2.1,,0.9,2.1,1.3,2.5,0.6,0.8,1.7,5.8,253,2018
Amir Johnson,C,30,PHI,74,15.8,1.9,,0.1,0.4,1.8,3.1,0.7,1.1,2.6,4.6,254,2018
Brice Johnson,PF,23,TOT,18,5.4,1.1,2.3,0.0,0.1,,2.3,0.2,0.3,0.7,2.4,255,2018
Brice Johnson,PF,23,LAC,9,4.2,0.8,1.2,0.0,0.1,,1.1,0.2,0.2,0.8,1.8,255,2018
Brice Johnson,PF,23,MEM,9,6.7,1.4,3.4,0.0,0.0,,3.4,0.1,0.3,0.7,3.0,255,2018
Dakari Johnson,C,22,OKC,31,5.2,0.7,1.3,0.0,0.0,,1.3,0.4,0.6,0.9,1.8,256,2018
James Johnson,PF,30,MIA,73,26.6,4.2,,0.8,2.5,3.5,5.9,1.5,2.2,2.6,10.8,257,2018
Joe Johnson,SF,36,TOT,55,21.9,2.7,,0.7,2.6,1.9,3.9,0.7,0.8,1.2,6.8,258,2018
Joe Johnson,SF,36,UTA,32,21.9,3.0,,0.7,2.6,,4.4,0.6,0.8,1.0,7.3,258,2018
Joe Johnson,SF,36,HOU,23,22.0,2.2,,0.7,2.7,,3.2,0.9,0.9,1.5,6.0,258,2018
Omari Johnson,PF,28,MEM,4,18.8,2.3,,1.0,3.0,,2.3,0.0,0.0,1.5,5.5,259,2018
Stanley Johnson,SF,21,DET,69,27.4,3.0,8.1,1.0,3.4,2.1,4.7,1.6,2.1,2.4,8.7,260,2018
Tyler Johnson,PG,25,MIA,72,28.5,4.3,,1.7,4.5,2.6,5.4,1.5,1.8,2.1,11.7,261,2018
Wesley Johnson,SF,30,LAC,74,20.1,2.0,,0.8,2.4,1.2,2.6,0.6,0.8,2.0,5.4,262,2018
Nikola Jokić,C,22,DEN,75,32.6,6.7,13.5,1.5,3.7,5.2,9.7,3.5,4.2,2.8,18.5,263,2018
Damian Jones,C,22,GSW,15,5.9,0.7,1.5,0.0,0.0,,1.5,0.2,0.3,0.9,1.7,264,2018
Derrick Jones Jr.,SF,20,TOT,20,12.3,1.1,2.7,0.2,0.9,,1.8,0.8,1.2,1.2,3.1,265,2018
Derrick Jones Jr.,SF,20,PHO,6,5.5,0.3,0.7,0.0,0.3,,0.3,0.8,1.0,0.3,1.5,265,2018
Derrick Jones Jr.,SF,20,MIA,14,15.1,1.4,3.5,0.2,1.1,,2.4,0.8,1.3,1.6,3.7,265,2018
Jalen Jones,SF,24,TOT,16,11.3,1.6,4.3,0.6,1.6,,2.6,0.8,1.2,1.4,4.6,266,2018
Jalen Jones,SF,24,NOP,4,4.8,0.3,1.0,0.3,0.3,,0.8,0.5,0.5,0.5,1.3,266,2018
Jalen Jones,SF,24,DAL,12,13.5,2.1,5.3,0.8,2.1,,3.3,0.8,1.4,1.7,5.8,266,2018
Tyus Jones,PG,21,MIN,82,17.9,1.8,4.0,0.5,1.6,1.3,2.4,0.9,1.0,1.3,5.1,267,2018
DeAndre Jordan,C,29,LAC,77,31.5,4.8,,0.0,0.0,4.8,7.5,2.4,4.1,2.6,12.0,268,2018
Cory Joseph,PG,26,IND,82,27.0,3.1,,0.8,2.3,2.3,5.0,0.9,1.1,1.7,7.9,269,2018
Frank Kaminsky,PF,24,CHO,79,23.2,3.9,9.1,1.3,3.5,2.6,5.6,2.0,2.5,1.2,11.1,270,2018
Enes Kanter,C,25,NYK,71,25.8,5.9,,0.0,0.0,5.9,10.0,2.2,2.6,2.6,14.1,271,2018
Luke Kennard,SG,21,DET,73,20.0,2.8,6.4,1.1,,1.7,3.7,0.9,1.0,1.2,7.6,272,2018
Michael Kidd-Gilchrist,SF,24,CHO,74,25.0,3.8,7.6,0.0,0.0,3.8,7.5,1.6,2.3,1.9,9.2,273,2018
Sean Kilpatrick,SG,28,TOT,52,12.3,2.1,,0.9,,1.2,2.9,1.2,1.4,0.6,6.3,274,2018
Sean Kilpatrick,SG,28,BRK,16,11.4,1.6,,0.7,,,2.8,1.1,1.2,0.5,4.9,274,2018
Sean Kilpatrick,SG,28,MIL,23,8.9,1.3,,0.6,,,1.6,0.8,0.8,0.7,4.0,274,2018
Sean Kilpatrick,SG,28,LAC,4,9.5,1.8,,0.8,,,2.8,0.5,0.5,0.5,4.8,274,2018
Sean Kilpatrick,SG,28,CHI,9,23.8,5.2,,2.1,,,6.6,2.9,3.6,0.9,15.4,274,2018
Maxi Kleber,PF,26,DAL,72,16.8,2.1,,0.6,1.8,1.5,2.5,0.6,0.8,1.6,5.4,275,2018
Furkan Korkmaz,SG,20,PHI,14,5.7,0.6,2.0,0.4,,,0.8,0.1,0.3,0.9,1.6,276,2018
Luke Kornet,PF,22,NYK,20,16.3,2.5,6.3,1.4,4.0,,2.3,0.4,0.6,1.4,6.7,277,2018
Kyle Korver,SG,36,CLE,73,21.6,3.0,,2.2,,0.8,1.5,0.9,1.0,1.8,9.2,278,2018
Kosta Koufos,C,28,SAC,71,19.6,3.1,,0.0,0.0,3.1,5.5,0.5,1.0,2.1,6.7,279,2018
Kyle Kuzma,PF,22,LAL,77,31.2,6.1,13.5,2.1,5.6,4.0,7.9,1.9,2.7,2.1,16.1,280,2018
Mindaugas Kuzminskas,SF,28,NYK,1,2.0,0.0,,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,281,2018
Skal Labissière,PF,21,SAC,60,20.7,3.4,7.6,0.3,0.9,3.1,6.8,1.6,2.0,2.2,8.7,282,2018
Jeremy Lamb,SG,25,CHO,80,24.6,4.8,,1.2,,3.6,7.2,2.2,2.6,1.7,12.9,283,2018
Shane Larkin,PG,25,BOS,54,14.4,1.6,,0.6,1.6,1.0,2.5,0.6,0.7,1.1,4.3,284,2018
Joffrey Lauvergne,C,26,SAS,55,9.7,1.8,,0.0,0.1,1.8,3.4,0.5,0.9,0.8,4.1,285,2018
Zach LaVine,SG,22,CHI,24,27.3,5.7,14.8,1.8,,,9.7,3.6,4.5,2.3,16.7,286,2018
Jake Layman,SF,23,POR,35,4.6,0.4,1.3,0.1,0.6,0.3,0.8,0.1,0.1,0.4,1.0,287,2018
T.J. Leaf,PF,20,IND,53,8.7,1.2,2.6,0.3,0.8,0.9,1.8,0.2,0.3,0.8,2.9,288,2018
Courtney Lee,SG,32,NYK,76,30.4,4.5,,1.5,,3.0,6.3,1.5,1.6,1.4,12.0,289,2018
Damion Lee,SG,25,ATL,15,26.9,4.1,,1.0,,,6.1,1.5,1.9,1.7,10.7,290,2018
Walt Lemon Jr.,PG,25,NOP,5,7.0,1.4,,0.2,0.2,,3.0,0.4,0.6,1.0,3.4,291,2018
Alex Len,C,24,PHO,69,20.2,3.1,5.5,0.0,0.0,3.1,5.4,2.3,3.3,2.3,8.5,292,2018
Kawhi Leonard,SF,26,SAS,9,23.3,5.8,,1.2,3.9,,8.4,3.4,4.2,1.0,16.2,293,2018
Meyers Leonard,C,25,POR,33,7.7,1.4,,0.3,0.8,,1.6,0.3,0.3,1.1,3.4,294,2018
Jon Leuer,PF,28,DET,8,17.0,1.9,,0.0,0.4,,4.1,1.6,1.9,2.0,5.4,295,2018
Caris LeVert,SF,23,BRK,71,26.3,4.5,10.4,1.2,3.5,3.3,6.9,1.9,2.6,2.2,12.1,296,2018
DeAndre Liggins,SG,29,TOT,58,12.5,0.7,,0.3,,0.4,0.9,0.0,0.1,1.4,1.7,297,2018
DeAndre Liggins,SG,29,MIL,31,15.5,0.7,,0.4,,,0.9,0.1,0.2,2.0,1.8,297,2018
DeAndre Liggins,SG,29,NOP,27,9.0,0.7,,0.3,,,0.9,0.0,0.0,0.7,1.6,297,2018
Damian Lillard,PG,27,POR,73,36.6,8.5,,3.1,8.6,5.4,10.8,6.8,7.4,1.6,26.9,298,2018
Jeremy Lin,PG,29,BRK,1,25.0,5.0,,1.0,2.0,,10.0,7.0,7.0,3.0,18.0,299,2018
Shaun Livingston,PG,32,GSW,71,15.9,2.4,,0.0,0.1,2.4,4.8,0.7,0.9,1.6,5.5,300,2018
Kevon Looney,C,21,GSW,66,13.8,1.7,2.9,0.0,0.1,1.7,2.8,0.6,1.2,1.6,4.0,301,2018
Brook Lopez,C,29,LAL,74,23.4,5.0,,1.5,4.4,3.5,6.3,1.5,2.1,2.6,13.0,302,2018
Robin Lopez,C,29,CHI,64,26.4,5.3,,0.1,0.2,5.3,9.9,1.1,1.4,1.7,11.8,303,2018
Kevin Love,C,29,CLE,59,28.0,5.7,,2.3,5.6,3.3,6.8,4.0,4.5,2.0,17.6,304,2018
Kyle Lowry,PG,31,TOR,78,32.2,5.2,,3.1,7.6,2.1,4.5,2.9,3.3,2.5,16.2,305,2018
Timothé Luwawu-Cabarrot,SF,22,PHI,52,15.5,1.9,5.1,1.0,3.0,0.9,2.1,0.9,1.1,1.9,5.8,306,2018
Tyler Lydon,PF,21,DEN,1,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,307,2018
Trey Lyles,PF,22,DEN,73,19.1,3.7,7.5,1.1,3.0,2.6,4.5,1.4,2.0,1.5,9.9,308,2018
Shelvin Mack,PG,27,ORL,69,19.8,2.6,,0.7,2.0,1.9,4.0,1.0,1.4,1.3,6.9,309,2018
Josh Magette,PG,28,ATL,18,12.0,0.8,,0.4,1.2,,1.3,0.4,0.4,0.9,2.6,310,2018
Ian Mahinmi,C,31,WAS,77,14.9,1.8,,0.0,0.0,1.8,3.2,1.2,1.7,3.0,4.8,311,2018
Thon Maker,C,20,MIL,74,16.7,1.8,4.3,0.4,1.4,1.3,2.9,0.9,1.3,2.2,4.8,312,2018
Boban Marjanović,C,29,TOT,39,8.6,2.0,,0.0,0.0,2.0,3.8,2.0,2.5,1.3,6.0,313,2018
Boban Marjanović,C,29,DET,19,9.0,2.2,,0.0,0.0,,4.2,1.9,2.4,1.5,6.2,313,2018
Boban Marjanović,C,29,LAC,20,8.3,1.9,,0.0,0.0,,3.5,2.1,2.6,1.2,5.9,313,2018
Lauri Markkanen,PF,20,CHI,68,29.7,5.5,12.7,2.1,5.9,3.4,6.8,2.1,2.4,1.5,15.2,314,2018
Jarell Martin,PF,23,MEM,73,22.8,3.0,6.8,0.5,1.3,2.6,5.5,1.2,1.6,2.9,7.7,315,2018
Frank Mason III,PG,23,SAC,52,18.9,2.8,7.3,0.6,1.7,2.2,5.7,1.8,2.2,1.4,7.9,316,2018
Mangok Mathiang,C,25,CHO,4,5.0,1.0,,0.0,0.0,,1.8,0.0,0.3,1.3,2.0,317,2018
Wesley Matthews,SF,31,DAL,63,33.8,4.5,,2.4,6.4,2.1,4.7,1.3,1.6,2.2,12.7,318,2018
Luc Mbah a Moute,PF,31,HOU,61,25.6,2.7,,1.0,2.8,1.7,2.8,1.1,1.6,1.6,7.5,319,2018
James Michael McAdoo,PF,25,PHI,3,6.0,0.7,,0.7,2.3,,0.0,0.7,0.7,0.3,2.7,320,2018
Patrick McCaw,SG,22,GSW,57,16.9,1.6,3.9,0.3,,1.3,2.5,0.5,0.6,1.2,4.0,321,2018
CJ McCollum,SG,26,POR,81,36.1,8.2,,2.3,,5.9,12.7,2.6,3.1,2.1,21.4,322,2018
T.J. McConnell,PG,25,PHI,76,22.4,2.8,,0.4,0.8,2.4,4.7,0.4,0.5,1.6,6.3,323,2018
Erik McCree,SF,24,UTA,4,2.0,0.0,0.5,0.0,0.3,,0.3,0.0,0.0,0.0,0.0,324,2018
Chris McCullough,PF,22,WAS,19,4.7,0.9,2.2,0.1,0.4,,1.8,0.5,0.7,0.4,2.4,325,2018
Doug McDermott,SF,26,TOT,81,21.8,2.9,,1.1,2.7,1.8,3.6,0.8,1.0,1.5,7.8,326,2018
Doug McDermott,SF,26,NYK,55,21.3,2.7,,1.0,2.5,1.8,3.5,0.7,1.0,1.3,7.2,326,2018
Doug McDermott,SF,26,DAL,26,22.9,3.3,,1.5,3.0,,3.9,0.9,1.1,1.9,9.0,326,2018
JaVale McGee,C,30,GSW,65,9.5,2.1,,0.0,0.1,2.1,3.3,0.6,0.8,1.4,4.8,327,2018
Rodney McGruder,SG,26,MIA,18,16.6,2.0,,0.8,,,2.1,0.2,0.4,1.2,5.1,328,2018
Trey McKinney-Jones,SG,27,IND,1,1.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,329,2018
Alfonzo McKinnie,SF,25,TOR,14,3.8,0.6,,0.2,0.6,,0.4,0.1,0.2,0.6,1.5,330,2018
Ben McLemore,SG,24,MEM,56,19.5,2.8,6.7,1.0,,1.8,3.8,0.9,1.1,2.5,7.5,331,2018
Josh McRoberts,PF,30,DAL,2,3.0,0.0,,0.0,0.5,,0.0,0.0,0.0,1.0,0.0,332,2018
Jodie Meeks,SG,30,WAS,77,14.5,2.0,,0.9,,1.1,2.4,1.3,1.5,0.7,6.3,333,2018
Salah Mejri,C,31,DAL,61,12.0,1.4,,0.0,0.0,1.4,2.2,0.6,1.1,2.0,3.5,334,2018
Jordan Mickey,PF,23,MIA,23,12.3,1.7,3.6,0.1,0.7,,2.9,0.6,0.8,1.6,4.0,335,2018
Khris Middleton,SF,26,MIL,82,36.4,7.2,,1.8,5.0,5.5,10.5,3.9,4.4,3.3,20.1,336,2018
C.J. Miles,SF,30,TOR,70,19.1,3.2,,2.3,6.5,0.9,2.1,1.2,1.4,1.9,10.0,337,2018
Darius Miller,SF,27,NOP,82,23.7,2.6,,1.8,4.4,0.8,1.6,0.7,0.8,2.0,7.8,338,2018
Malcolm Miller,SF,24,TOR,15,8.4,0.9,1.9,0.5,1.4,,0.5,0.3,0.3,0.7,2.5,339,2018
Patty Mills,PG,29,SAS,82,25.7,3.4,,1.9,5.0,1.5,3.3,1.3,1.4,1.6,10.0,340,2018
Paul Millsap,PF,32,DEN,38,30.1,5.3,,1.0,3.0,4.3,8.5,2.9,4.2,2.6,14.6,341,2018
Nikola Mirotić,PF,26,TOT,55,27.2,5.6,,2.5,6.5,3.1,5.9,2.0,2.5,2.0,15.6,342,2018
Nikola Mirotić,PF,26,CHI,25,24.9,5.7,,2.8,6.4,,5.6,2.6,3.2,1.8,16.8,342,2018
Nikola Mirotić,PF,26,NOP,30,29.1,5.4,,2.2,6.6,,6.2,1.6,1.9,2.1,14.6,342,2018
Donovan Mitchell,SG,21,UTA,79,33.4,7.5,17.2,2.4,,5.2,10.3,3.0,3.8,2.7,20.5,343,2018
Naz Mitrou-Long,SG,24,UTA,1,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,3.0,344,2018
Malik Monk,SG,19,CHO,63,13.6,2.4,6.7,1.3,,1.1,2.9,0.5,0.6,1.0,6.7,345,2018
Greg Monroe,C,27,TOT,51,20.4,4.3,,0.0,0.0,4.3,7.6,1.7,2.3,1.9,10.3,346,2018
Greg Monroe,C,27,MIL,5,15.8,3.2,,0.0,0.0,,6.6,0.4,0.8,1.4,6.8,346,2018
Greg Monroe,C,27,PHO,20,23.3,4.9,,0.0,0.0,,7.8,1.6,2.3,2.0,11.3,346,2018
Greg Monroe,C,27,BOS,26,19.1,4.0,,0.0,0.0,,7.6,2.1,2.7,1.8,10.2,346,2018
Luis Montero,SG,24,DET,2,4.0,0.0,0.5,0.0,,,0.5,0.0,0.0,0.0,0.0,347,2018
Ben Moore,PF,22,IND,2,4.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,348,2018
